state	county	policies	insurance	premium
Pennsylvania	MONTOUR COUNTY	231	37909500	202358
Pennsylvania	NORTHUMBERLAND COUNTY	1484	197124300	1318431
Pennsylvania	PHILADELPHIA COUNTY	4378	941125300	2940624
Pennsylvania	POTTER COUNTY	344	30406300	253146
Pennsylvania	SCHUYLKILL COUNTY	1342	148695500	1194642
Pennsylvania	SNYDER COUNTY	538	67603500	512560
Pennsylvania	SUSQUEHANNA COUNTY	491	70891300	398904
Pennsylvania	VENANGO COUNTY	245	40846400	243746
Pennsylvania	WESTMORELAND COUNTY	1422	240020900	1309931
Rhode Island	WASHINGTON COUNTY	5853	1496617500	8047779
Rhode Island	KENT COUNTY	2444	558425900	3408561
Rhode Island	BRISTOL COUNTY	2134	516964800	2912216
Rhode Island	NEWPORT COUNTY	3041	726665100	4654754
Rhode Island	PROVIDENCE COUNTY	2726	665866800	2866165
South Carolina	CALHOUN COUNTY	16	3701000	7922
South Carolina	CHEROKEE COUNTY	38	6580300	22308
South Carolina	LEE COUNTY	19	3276400	7293
South Carolina	MARION COUNTY	191	30707700	116857
South Carolina	PICKENS COUNTY	106	25380600	73236
South Carolina	SUMTER COUNTY	486	102318900	277151
South Carolina	UNION COUNTY	1	28000	174
South Carolina	FAIRFIELD COUNTY	297	64434100	247159
South Carolina	JASPER COUNTY	1039	292184100	588963
South Carolina	LAURENS COUNTY	115	25137700	105942
South Carolina	OCONEE COUNTY	78	19838000	30299
South Carolina	RICHLAND COUNTY	1544	346732600	1097965
South Carolina	ANDERSON COUNTY	192	46296400	98431
South Carolina	GREENWOOD COUNTY	108	25758400	61862
South Carolina	YORK COUNTY	425	101534200	202219
South Carolina	DORCHESTER COUNTY	3739	941107800	1692700
South Carolina	LANCASTER COUNTY	121	31103100	57185
South Carolina	BEAUFORT COUNTY	54993	14478633500	32034835
South Carolina	CHESTER COUNTY	31	5417800	29201
South Carolina	ABBEVILLE COUNTY	38	7424100	19063
South Carolina	AIKEN COUNTY	526	133360800	245300
South Carolina	ALLENDALE COUNTY	6	1921900	21563
South Carolina	BAMBERG COUNTY	34	6168400	24066
South Carolina	BARNWELL COUNTY	11	2255000	4246
South Carolina	BERKELEY COUNTY	29130	7355189700	25245411
South Carolina	CHARLESTON COUNTY	45143	12358563300	33131918
South Carolina	CHESTERFIELD COUNTY	21	4487300	11502
South Carolina	CLARENDON COUNTY	116	27582800	94962
South Carolina	COLLETON COUNTY	2201	558456600	2473149
South Carolina	DARLINGTON COUNTY	109	24996700	65732
South Carolina	DILLON COUNTY	47	8169100	26639
South Carolina	EDGEFIELD COUNTY	22	6693900	16555
South Carolina	FLORENCE COUNTY	479	107919700	264542
South Carolina	GEORGETOWN COUNTY	9149	2460815500	9232023
South Carolina	GREENVILLE COUNTY	944	218044500	599019
South Carolina	HAMPTON COUNTY	74	16902300	38338
South Carolina	HORRY COUNTY	51161	10073285900	23077847
South Carolina	KERSHAW COUNTY	384	83149000	316159
South Carolina	LEXINGTON COUNTY	2316	476512700	1660967
South Carolina	MARLBORO COUNTY	34	4806900	21258
South Carolina	MCCORMICK COUNTY	31	8462000	19514
South Carolina	NEWBERRY COUNTY	156	28831800	114006
South Carolina	ORANGEBURG COUNTY	221	47954800	184779
South Carolina	SALUDA COUNTY	37	7821100	30052
South Carolina	SPARTANBURG COUNTY	267	61877600	129695
South Carolina	WILLIAMSBURG COUNTY	87	15706400	62871
South Dakota	CLAY COUNTY	17	4115500	6816
South Dakota	LAWRENCE COUNTY	236	41363900	231909
South Dakota	MARSHALL COUNTY	8	1994500	3596
South Dakota	CLARK COUNTY	12	1449200	5099
South Dakota	GRANT COUNTY	31	4697300	30437
South Dakota	LINCOLN COUNTY	1355	365784600	1262568
South Dakota	UNION COUNTY	468	136571100	312203
South Dakota	BUTTE COUNTY	55	6306400	31553
South Dakota	LAKE COUNTY	200	33835700	126836
South Dakota	DOUGLAS COUNTY	3	195000	1412
South Dakota	TURNER COUNTY	15	1085900	9219
South Dakota	CUSTER COUNTY	100	15235600	60477
South Dakota	BROWN COUNTY	384	71338000	324375
South Dakota	MEADE COUNTY	155	22501100	143886
South Dakota	TODD COUNTY	7	644600	4448
South Dakota	PENNINGTON COUNTY	599	116516000	546400
South Dakota	DEUEL COUNTY	3	257000	968
South Dakota	HUGHES COUNTY	81	16975500	63820
South Dakota	POTTER COUNTY	1	28000	174
South Dakota	AURORA COUNTY	9	891500	4234
South Dakota	BEADLE COUNTY	15	2961700	7502
South Dakota	BON HOMME COUNTY	4	770000	1441
South Dakota	BROOKINGS COUNTY	195	22476200	148179
South Dakota	BRULE COUNTY	1	105000	313
South Dakota	CHARLES MIX COUNTY	11	768200	5134
South Dakota	CODINGTON COUNTY	676	113414500	470861
South Dakota	CORSON COUNTY	1	2e+05	1019
South Dakota	DAVISON COUNTY	40	6357100	25411
South Dakota	DAY COUNTY	41	6390800	42236
South Dakota	DEWEY COUNTY	2	295000	1006
South Dakota	EDMUNDS COUNTY	6	1435000	2388
South Dakota	FALL RIVER COUNTY	20	2213000	11565
South Dakota	FAULK COUNTY	1	350000	458
South Dakota	GREGORY COUNTY	2	280000	645
South Dakota	HAAKON COUNTY	19	1449100	13944
South Dakota	HAMLIN COUNTY	77	16216700	47781
South Dakota	HAND COUNTY	5	1248300	2999
South Dakota	HANSON COUNTY	7	856100	5878
South Dakota	HUTCHINSON COUNTY	15	1795000	9875
South Dakota	JERAULD COUNTY	1	350000	458
South Dakota	KINGSBURY COUNTY	3	630000	2819
South Dakota	LYMAN COUNTY	8	736700	13677
South Dakota	MCCOOK COUNTY	28	3746100	18010
South Dakota	MINER COUNTY	1	350000	412
South Dakota	MINNEHAHA COUNTY	158	25342700	103624
South Dakota	MOODY COUNTY	25	2611400	19615
South Dakota	ROBERTS COUNTY	73	11774100	50956
South Dakota	SANBORN COUNTY	7	1815000	11211
South Dakota	SPINK COUNTY	35	6358200	26768
South Dakota	STANLEY COUNTY	134	33047800	117638
South Dakota	SULLY COUNTY	2	7e+05	870
South Dakota	YANKTON COUNTY	114	22647100	68206
South Dakota	ZIEBACH COUNTY	1	210000	388
Tennessee	BLOUNT COUNTY	347	75927100	295207
Tennessee	CLAY COUNTY	65	14285000	30468
Tennessee	COFFEE COUNTY	170	30145800	145345
Tennessee	FAYETTE COUNTY	130	34650100	65073
Tennessee	FRANKLIN COUNTY	79	14535800	50447
Tennessee	GREENE COUNTY	96	15685300	71848
Tennessee	HENRY COUNTY	109	16008200	68177
Tennessee	HOUSTON COUNTY	32	9944100	61716
Tennessee	JACKSON COUNTY	71	14133000	39486
Tennessee	JEFFERSON COUNTY	74	13558000	56204
Tennessee	LAUDERDALE COUNTY	138	15513400	108024
Tennessee	LAWRENCE COUNTY	50	8572600	21488
Tennessee	MACON COUNTY	48	4952100	32366
Tennessee	MADISON COUNTY	345	79710000	219370
Tennessee	MARION COUNTY	188	39594700	211635
Tennessee	MARSHALL COUNTY	155	22784700	121998
Tennessee	MONROE COUNTY	82	16301600	81736
Tennessee	MONTGOMERY COUNTY	646	153313100	453946
Tennessee	MORGAN COUNTY	10	1647500	8608
Tennessee	PERRY COUNTY	109	15546900	71509
Tennessee	SHELBY COUNTY	4615	1204018800	2732424
Tennessee	WASHINGTON COUNTY	132	22945900	79065
Tennessee	BENTON COUNTY	57	9849500	30070
Tennessee	BRADLEY COUNTY	325	62191600	269764
Tennessee	CARROLL COUNTY	38	5191700	35241
Tennessee	JOHNSON COUNTY	116	17309000	90665
Tennessee	LINCOLN COUNTY	81	14163600	69279
Tennessee	POLK COUNTY	96	17987800	86964
Tennessee	SCOTT COUNTY	35	6052700	32240
Tennessee	SEVIER COUNTY	1280	288608200	970221
Tennessee	UNION COUNTY	4	599900	2874
Tennessee	VAN BUREN COUNTY	19	3751200	9870
Tennessee	WHITE COUNTY	14	1955000	6858
Tennessee	LAKE COUNTY	68	10410500	31652
Tennessee	HAMILTON COUNTY	2692	573604000	2296001
Tennessee	PUTNAM COUNTY	150	34879500	70076
Tennessee	DECATUR COUNTY	128	22680600	65406
Tennessee	DEKALB COUNTY	40	5558100	25781
Tennessee	HANCOCK COUNTY	31	3876800	17273
Tennessee	WARREN COUNTY	67	10908400	50396
Tennessee	WAYNE COUNTY	85	11359400	58686
Tennessee	LEWIS COUNTY	24	3758400	18009
Tennessee	CUMBERLAND COUNTY	25	5323700	9807
Tennessee	GRUNDY COUNTY	9	772600	4761
Tennessee	HARDIN COUNTY	161	27494000	105181
Tennessee	HENDERSON COUNTY	38	8843100	23796
Tennessee	KNOX COUNTY	1087	279467400	712823
Tennessee	WILLIAMSON COUNTY	1569	426678800	1291092
Tennessee	GIBSON COUNTY	200	22478100	127426
Tennessee	SULLIVAN COUNTY	246	47585000	241559
Tennessee	TIPTON COUNTY	260	61796600	199785
Tennessee	ANDERSON COUNTY	213	46525700	176432
Tennessee	SMITH COUNTY	217	36175200	168054
Tennessee	SUMNER COUNTY	1220	335399700	740252
Tennessee	WILSON COUNTY	1160	279446500	796726
Tennessee	CAMPBELL COUNTY	80	6545800	60430
Tennessee	CARTER COUNTY	727	118053900	682269
Tennessee	HICKMAN COUNTY	66	13902900	74014
Tennessee	ROBERTSON COUNTY	191	40158800	125619
Tennessee	CLAIBORNE COUNTY	45	5482000	27830
Tennessee	HUMPHREYS COUNTY	129	16907400	116639
Tennessee	DAVIDSON COUNTY	7095	1572044300	5088265
Tennessee	HAYWOOD COUNTY	126	15251000	84410
Tennessee	MOORE COUNTY	16	3501500	20928
Tennessee	RUTHERFORD COUNTY	1558	370028900	1057129
Tennessee	MEIGS COUNTY	13	2764200	9979
Tennessee	BEDFORD COUNTY	101	16714900	53907
Tennessee	CHESTER COUNTY	1	58200	575
Tennessee	BLEDSOE COUNTY	13	1745500	8040
Tennessee	CANNON COUNTY	95	16244300	59410
Tennessee	CHEATHAM COUNTY	534	127443800	347146
Tennessee	COCKE COUNTY	166	27149000	162593
Tennessee	CROCKETT COUNTY	23	4514700	12148
Tennessee	DAVIDSON	11	3974000	59760
Tennessee	DICKSON COUNTY	57	10669400	44116
Tennessee	DYER COUNTY	357	43268500	246696
Tennessee	FENTRESS COUNTY	7	1263000	3914
Tennessee	GILES COUNTY	162	29615800	179775
Tennessee	GRAINGER COUNTY	14	2940700	7911
Tennessee	HAMBLEN COUNTY	68	12913600	89757
Tennessee	HARDEMAN COUNTY	23	2313000	13956
Tennessee	HAWKINS	216	39550800	167243
Tennessee	HAWKINS COUNTY	60	10362500	53817
Tennessee	LOUDON COUNTY	121	31995200	77945
Tennessee	MAURY COUNTY	354	70111800	211961
Tennessee	MCMINN COUNTY	57	9477400	42370
Tennessee	MCNAIRY COUNTY	37	7489600	39844
Tennessee	OBION COUNTY	184	27750800	156989
Tennessee	OVERTON COUNTY	34	5421200	13996
Tennessee	PICKETT COUNTY	3	662000	5845
Tennessee	RHEA COUNTY	189	29351700	151889
Tennessee	ROANE COUNTY	118	24236700	99290
Tennessee	SEQUATCHIE COUNTY	65	10173300	47464
Tennessee	STEWART COUNTY	42	6613900	22128
Tennessee	TROUSDALE COUNTY	52	9534400	28280
Tennessee	UNICOI COUNTY	179	19110600	103781
Tennessee	WEAKLEY COUNTY	37	5308100	21488
Texas	CALHOUN COUNTY	2980	677711300	2513536
Texas	CHAMBERS COUNTY	2890	849226600	1390388
Texas	CHEROKEE COUNTY	147	26698400	122305
Texas	CLAY COUNTY	58	8198900	40977
Texas	DALLAS COUNTY	2944	731655000	2265946
Texas	FAYETTE COUNTY	187	38153800	117494
Texas	FRANKLIN COUNTY	14	837800	7128
Texas	HALE COUNTY	118	16605600	99728
Texas	HOUSTON COUNTY	74	12553900	40853
Texas	JACKSON COUNTY	705	149960000	414716
Texas	JEFFERSON COUNTY	24652	6510773900	12002538
Texas	LAMAR COUNTY	228	33887800	102084
Texas	LEE COUNTY	25	5328400	11757
Texas	LIMESTONE COUNTY	97	17033100	67696
Texas	MADISON COUNTY	40	11860700	69019
Texas	MARION COUNTY	32	3961600	13835
Texas	MONTGOMERY COUNTY	17524	5164710200	8224201
Texas	SHELBY COUNTY	6	837700	3256
Texas	WALKER COUNTY	305	69636100	179503
Texas	WASHINGTON COUNTY	137	30752000	68954
Texas	HOWARD COUNTY	42	9699200	43420
Texas	JOHNSON COUNTY	684	145742800	417988
Texas	NEWTON COUNTY	154	21775800	90914
Texas	POLK COUNTY	583	124341000	356140
Texas	ORANGE COUNTY	9748	2490172700	5329769
Texas	TRINITY COUNTY	36	2214400	15327
Texas	EL PASO COUNTY	5226	864912900	3580053
Texas	DUVAL COUNTY	42	7568800	28001
Texas	HAMILTON COUNTY	21	2547900	12204
Texas	LEON COUNTY	17	1024800	6930
Texas	LIBERTY COUNTY	1500	353721700	916725
Texas	MARTIN COUNTY	52	6461100	55594
Texas	TAYLOR COUNTY	281	61571100	177003
Texas	BROOKS COUNTY	180	23587100	157142
Texas	DAWSON COUNTY	15	1338900	8861
Texas	FANNIN COUNTY	162	23032000	99435
Texas	FLOYD COUNTY	6	1431000	3007
Texas	HALL COUNTY	3	6e+05	1507
Texas	HARRIS COUNTY	266583	70756620600	146458399
Texas	JASPER COUNTY	228	53381000	143734
Texas	JEFF DAVIS COUNTY	12	2959500	10913
Texas	JONES COUNTY	4211	597659300	3471234
Texas	MITCHELL COUNTY	8	1009100	6059
Texas	STEPHENS COUNTY	138	18563400	111442
Texas	TERRELL COUNTY	25	1567800	15266
Texas	WHEELER COUNTY	16	2738800	17567
Texas	BROWN COUNTY	508	106680500	405894
Texas	CASS COUNTY	48	7479700	33051
Texas	HARDIN COUNTY	2074	538767700	1173119
Texas	HENDERSON COUNTY	293	69979100	165269
Texas	KENDALL COUNTY	553	131619100	382799
Texas	KNOX COUNTY	1	350000	417
Texas	LA SALLE COUNTY	12	699400	6630
Texas	MASON COUNTY	31	1753700	13431
Texas	MENARD COUNTY	89	10250700	73648
Texas	WILLIAMSON COUNTY	1804	461375200	973021
Texas	HARRISON COUNTY	213	41299500	183595
Texas	ANDERSON COUNTY	40	8720700	22659
Texas	COMANCHE COUNTY	53	5672000	31507
Texas	ELLIS COUNTY	677	171444500	390478
Texas	GRAY COUNTY	23	4561800	36829
Texas	MORRIS COUNTY	26	2426400	19584
Texas	SMITH COUNTY	550	143026700	425564
Texas	WILSON COUNTY	214	44954700	141549
Texas	BELL COUNTY	1520	352031300	842040
Texas	CALDWELL COUNTY	771	143972400	479478
Texas	GRAYSON COUNTY	519	112749100	431833
Texas	HOPKINS COUNTY	78	16240900	63353
Texas	ROBERTSON COUNTY	167	25872000	156485
Texas	MIDLAND COUNTY	1205	269577300	1102082
Texas	PANOLA COUNTY	17	2452200	9199
Texas	HILL COUNTY	75	13910500	47620
Texas	HIDALGO COUNTY	9879	2313627700	4689423
Texas	MOORE COUNTY	10	890300	5676
Texas	WARD COUNTY	3	360000	1133
Texas	MEDINA COUNTY	543	106824200	361877
Texas	WOOD COUNTY	81	14935400	44689
Texas	HASKELL COUNTY	103	8233500	45000
Texas	CAMERON COUNTY	20387	4320701200	10301924
Texas	POTTER COUNTY	521	103520300	372023
Texas	HUTCHINSON COUNTY	11	3430700	6836
Texas	CROCKETT COUNTY	63	8254900	65388
Texas	HARDEMAN COUNTY	3	690000	1415
Texas	ANDREWS COUNTY	1	210000	354
Texas	ANGELINA COUNTY	490	96160700	366217
Texas	ARANSAS COUNTY	12685	2919750500	7379210
Texas	ARCHER COUNTY	43	11095000	25857
Texas	ATASCOSA COUNTY	203	41645000	156211
Texas	AUSTIN COUNTY	391	99940500	250957
Texas	BAILEY COUNTY	23	1902300	15126
Texas	BANDERA COUNTY	451	91940000	328728
Texas	BASTROP COUNTY	433	96361700	280854
Texas	BAYLOR COUNTY	12	1347800	9023
Texas	BEE COUNTY	321	62661900	215616
Texas	BEXAR COUNTY	9202	2062272700	5489910
Texas	BLANCO COUNTY	99	20080700	58024
Texas	BORDEN COUNTY	1	36300	341
Texas	BOSQUE COUNTY	66	9354100	41942
Texas	BOWIE COUNTY	399	79290800	289152
Texas	BRAZORIA COUNTY	35584	9543586600	20666971
Texas	BRAZOS COUNTY	1407	345692900	751797
Texas	BREWSTER COUNTY	276	47779700	248044
Texas	BURLESON COUNTY	105	22398900	111629
Texas	BURNET COUNTY	1333	316628300	1013139
Texas	CALLAHAN COUNTY	5	1681700	4022
Texas	CAMP COUNTY	1	5e+05	6835
Texas	CARSON COUNTY	14	4242100	18350
Texas	CASTRO COUNTY	17	1234200	12683
Texas	CHILDRESS COUNTY	2	90000	841
Texas	COKE COUNTY	3	463700	1411
Texas	COLEMAN COUNTY	26	1790300	16331
Texas	COLLIN COUNTY	7209	1829374300	4891842
Texas	COLLINGSWORTH COUNTY	37	3080400	26015
Texas	COLORADO COUNTY	341	71690000	254874
Texas	COMAL COUNTY	2632	652086800	1488381
Texas	CONCHO COUNTY	1	45000	439
Texas	COOKE COUNTY	323	64400300	268745
Texas	CORYELL COUNTY	78	15048100	39241
Texas	CRANE COUNTY	1	185900	936
Texas	CROSBY COUNTY	29	6334200	21091
Texas	CULBERSON COUNTY	7	375500	4065
Texas	DALLAM COUNTY	17	1734000	10683
Texas	DEAF SMITH COUNTY	8	2449700	5170
Texas	DENTON COUNTY	4548	1134908300	3241037
Texas	DEWITT COUNTY	372	77025700	198883
Texas	DIMMIT COUNTY	42	6382800	39812
Texas	DONLEY COUNTY	33	6111100	31427
Texas	EASTLAND COUNTY	174	24911900	154185
Texas	ECTOR COUNTY	1207	165008900	1081473
Texas	ERATH COUNTY	90	16714300	54654
Texas	FALLS COUNTY	9	1840100	5799
Texas	FISHER COUNTY	52	9683700	65416
Texas	FOARD COUNTY	1	1e+06	2547
Texas	FORT BEND COUNTY	29170	9003223300	12572134
Texas	FREESTONE COUNTY	29	5723700	16376
Texas	FRIO COUNTY	21	1712600	12957
Texas	GAINES COUNTY	19	2763300	21120
Texas	GALVESTON COUNTY	62822	16027475100	54453615
Texas	GARZA COUNTY	2	560000	800
Texas	GILLESPIE COUNTY	167	42332700	91197
Texas	GOLIAD COUNTY	49	8136800	25065
Texas	GONZALES COUNTY	253	36285500	198867
Texas	GREGG COUNTY	382	80393700	320884
Texas	GRIMES COUNTY	159	32337600	120672
Texas	GUADALUPE COUNTY	2339	563338600	2065356
Texas	HANSFORD COUNTY	8	2109900	5846
Texas	HAYS COUNTY	805	203048700	493231
Texas	HOCKLEY COUNTY	70	9359000	52141
Texas	HOOD COUNTY	565	125976700	354824
Texas	HUDSPETH COUNTY	29	6501900	75270
Texas	HUNT COUNTY	233	51245200	170936
Texas	IRION COUNTY	103	23879100	75500
Texas	JACK COUNTY	10	1636600	4249
Texas	JIM HOGG COUNTY	34	4056700	33342
Texas	JIM WELLS COUNTY	559	120138000	384962
Texas	KARNES COUNTY	36	7197500	27973
Texas	KAUFMAN COUNTY	322	76217800	176835
Texas	KENEDY COUNTY	15	3047800	11144
Texas	KERR COUNTY	712	168487400	450948
Texas	KIMBLE COUNTY	81	13240500	67789
Texas	KINNEY COUNTY	27	4966000	8519
Texas	KLEBERG COUNTY	774	168257800	413262
Texas	LAMB COUNTY	12	1290000	5896
Texas	LAMPASAS COUNTY	98	19467700	59257
Texas	LAVACA COUNTY	224	39499500	169052
Texas	LIPSCOMB COUNTY	25	3275900	23158
Texas	LIVE OAK COUNTY	126	22342600	94087
Texas	LLANO COUNTY	1207	292073500	964916
Texas	LUBBOCK COUNTY	2299	363956100	2002458
Texas	MATAGORDA COUNTY	3619	795703300	3409578
Texas	MAVERICK COUNTY	165	30897800	120628
Texas	MCCULLOCH COUNTY	26	4342900	23002
Texas	MCLENNAN COUNTY	943	193473300	775240
Texas	MCMULLEN COUNTY	11	1738800	12829
Texas	MILAM COUNTY	40	5785700	22613
Texas	MONTAGUE COUNTY	57	10846300	43752
Texas	NACOGDOCHES COUNTY	224	53682000	229675
Texas	NAVARRO COUNTY	237	42118800	164022
Texas	NOLAN COUNTY	98	11946700	89059
Texas	NUECES COUNTY	27379	6578085100	14036152
Texas	PALO PINTO COUNTY	257	41826000	174782
Texas	PARKER COUNTY	615	128900900	451136
Texas	PARMER COUNTY	1	45000	402
Texas	PECOS COUNTY	1	66000	649
Texas	PRESIDIO COUNTY	25	3378500	27851
Texas	RAINS COUNTY	15	1601900	10410
Texas	RANDALL COUNTY	226	51727500	208577
Texas	REAL COUNTY	228	37749400	120129
Texas	RED RIVER COUNTY	4	854400	2274
Texas	REEVES COUNTY	21	3752500	21820
Texas	REFUGIO COUNTY	142	33460000	60487
Texas	ROCKWALL COUNTY	165	42071400	110707
Texas	RUNNELS COUNTY	37	3470700	22631
Texas	RUSK COUNTY	66	13481700	38410
Texas	SABINE COUNTY	8	340000	3212
Texas	SAN AUGUSTINE COUNTY	29	4958400	22864
Texas	SAN JACINTO COUNTY	326	75232300	172053
Texas	SAN PATRICIO COUNTY	1995	419403000	1302138
Texas	SAN SABA COUNTY	72	6252600	37566
Texas	SCHLEICHER COUNTY	2	175000	616
Texas	SCURRY COUNTY	23	3742800	20569
Texas	SHACKELFORD COUNTY	41	4332400	30764
Texas	SOMERVELL COUNTY	77	12446700	68474
Texas	STARR COUNTY	362	65144900	280291
Texas	STERLING COUNTY	6	307000	2400
Texas	SUTTON COUNTY	51	6692600	57487
Texas	SWISHER COUNTY	24	1755100	12011
Texas	TARRANT COUNTY	4815	1104441900	3319636
Texas	TERRY COUNTY	20	3035600	24509
Texas	THROCKMORTON COUNTY	6	320500	3089
Texas	TITUS COUNTY	31	10299100	29910
Texas	TOM GREEN COUNTY	657	131284100	460746
Texas	TRAVIS COUNTY	9060	2018790200	6247459
Texas	TYLER COUNTY	128	26365700	66594
Texas	UPSHUR COUNTY	28	6674800	21555
Texas	UVALDE COUNTY	347	54467000	245020
Texas	VAL VERDE COUNTY	317	61510400	285919
Texas	VAN ZANDT COUNTY	181	27208800	115734
Texas	VICTORIA COUNTY	1754	425455500	950567
Texas	WALLER COUNTY	777	198585100	510269
Texas	WEBB COUNTY	1424	262854800	1311262
Texas	WHARTON COUNTY	1983	385265500	1240498
Texas	WICHITA COUNTY	1252	247413200	878365
Texas	WILBARGER COUNTY	23	3098400	15745
Texas	WILLACY COUNTY	823	130376600	679870
Texas	WISE COUNTY	294	52023300	223172
Texas	YOAKUM COUNTY	50	5867000	45045
Texas	YOUNG COUNTY	98	13752500	89744
Texas	ZAPATA COUNTY	19	2042100	13528
Texas	ZAVALA COUNTY	86	7177500	65495
Utah	MORGAN COUNTY	56	13880400	34971
Utah	WASHINGTON COUNTY	495	142211100	310065
Utah	SEVIER COUNTY	23	6701800	28343
Utah	GARFIELD COUNTY	22	3900500	12869
Utah	GRAND COUNTY	115	20580200	49012
Utah	SAN JUAN COUNTY	9	818000	2973
Utah	SUMMIT COUNTY	761	149410300	433699
Utah	WAYNE COUNTY	1	5e+05	2432
Utah	KANE COUNTY	44	8030200	26347
Utah	IRON COUNTY	117	28648700	67221
Utah	CARBON COUNTY	50	10603200	43326
Utah	BOX ELDER COUNTY	52	12080100	24727
Utah	CACHE COUNTY	173	44044500	106683
Utah	DAVIS COUNTY	407	104190400	263938
Utah	DUCHESNE COUNTY	4	428700	3061
Utah	EMERY COUNTY	12	2573800	17180
Utah	JUAB COUNTY	3	4e+05	807
Utah	MILLARD COUNTY	7	1955000	3732
Utah	PIUTE COUNTY	8	1635300	4491
Utah	RICH COUNTY	3	333500	3367
Utah	SALT LAKE COUNTY	1251	243804800	846295
Utah	SANPETE COUNTY	27	5791500	19970
Utah	TOOELE COUNTY	15	2837500	11342
Utah	UINTAH COUNTY	63	14692700	42453
Utah	UTAH COUNTY	560	149725700	305785
Utah	WASATCH COUNTY	54	14454500	34490
Utah	WEBER COUNTY	263	56437000	222970
Vermont	FRANKLIN COUNTY	186	32601300	156792
Vermont	WASHINGTON COUNTY	1133	236161100	1673387
Vermont	ORANGE COUNTY	182	32140000	210772
Vermont	WINDHAM COUNTY	517	103209800	577600
Vermont	ESSEX COUNTY	30	4038000	32472
Vermont	ORLEANS COUNTY	117	19606600	110287
Vermont	ADDISON COUNTY	148	28277600	118987
Vermont	BENNINGTON COUNTY	390	82157300	433906
Vermont	CALEDONIA COUNTY	178	24191800	177618
Vermont	CHITTENDEN COUNTY	357	88957700	266729
Vermont	GRAND ISLE COUNTY	80	17352100	59461
Vermont	LAMOILLE COUNTY	149	31368400	149191
Vermont	RUTLAND COUNTY	445	75192100	442435
Vermont	WINDSOR COUNTY	715	150274100	897190
Virginia	CLARKE COUNTY	71	17186700	90318
Virginia	FRANKLIN COUNTY	135	32086700	74690
Virginia	GREENE COUNTY	40	9649000	16162
Virginia	HENRY COUNTY	114	25687900	129857
Virginia	LEE COUNTY	90	8136800	72407
Virginia	MADISON COUNTY	42	10481500	28117
Virginia	MONTGOMERY COUNTY	235	44365900	218873
Virginia	RUSSELL COUNTY	107	10098100	69128
Virginia	WASHINGTON COUNTY	160	30167400	156446
Virginia	CARROLL COUNTY	23	4108600	12351
Virginia	PULASKI COUNTY	136	24689200	165343
Virginia	SCOTT COUNTY	79	12917800	69675
Virginia	ORANGE COUNTY	62	15403000	27950
Virginia	MIDDLESEX COUNTY	518	128781200	545352
Virginia	SUSSEX COUNTY	51	8358600	43544
Virginia	CHARLOTTE COUNTY	2	308000	517
Virginia	FLOYD COUNTY	19	2943900	15000
Virginia	RICHMOND COUNTY	90	22535100	74485
Virginia	WARREN COUNTY	348	72572900	438470
Virginia	CUMBERLAND COUNTY	50	11905700	78520
Virginia	TAZEWELL COUNTY	418	64032300	434744
Virginia	BUCHANAN COUNTY	291	46395100	325057
Virginia	LOUISA COUNTY	70	17966500	46302
Virginia	PAGE COUNTY	219	39364200	192686
Virginia	BATH COUNTY	45	5509600	29727
Virginia	CAMPBELL COUNTY	54	13407800	55890
Virginia	GRAYSON COUNTY	38	5310300	32577
Virginia	NELSON COUNTY	108	22661700	77464
Virginia	YORK COUNTY	3578	1023274900	2390573
Virginia	CAROLINE COUNTY	89	21435800	82236
Virginia	FREDERICK COUNTY	152	33807100	122716
Virginia	INDEPENDENT CITY	73007	18418649600	50839269
Virginia	ESSEX COUNTY	266	64890700	258462
Virginia	LANCASTER COUNTY	716	187652000	745171
Virginia	ROCKINGHAM COUNTY	550	95321600	494806
Virginia	GLOUCESTER COUNTY	1710	415130600	1392613
Virginia	ALLEGHANY COUNTY	265	42157700	192453
Virginia	BRUNSWICK COUNTY	24	5192200	11073
Virginia	HALIFAX COUNTY	37	9643300	51270
Virginia	MECKLENBURG COUNTY	57	15636300	37227
Virginia	NORTHAMPTON COUNTY	730	184809700	726234
Virginia	SURRY COUNTY	48	12220000	40680
Virginia	HIGHLAND COUNTY	27	3883000	15720
Virginia	CRAIG COUNTY	66	7473100	43598
Virginia	BEDFORD COUNTY	143	35482800	107946
Virginia	NORTHUMBERLAND COUNTY	877	252806000	629387
Virginia	WESTMORELAND COUNTY	542	145624400	375738
Virginia	CHESTERFIELD COUNTY	1048	270252300	581308
Virginia	GILES COUNTY	127	17920800	118806
Virginia	WISE COUNTY	418	45463200	285310
Virginia	ACCOMACK COUNTY	4031	826061300	3749054
Virginia	ALBEMARLE COUNTY	368	73540300	211309
Virginia	AMELIA COUNTY	6	1596000	2754
Virginia	AMHERST COUNTY	50	10331800	45873
Virginia	APPOMATTOX COUNTY	8	1480900	8180
Virginia	ARLINGTON COUNTY	885	169363800	342224
Virginia	AUGUSTA COUNTY	319	57299200	267928
Virginia	BLAND COUNTY	77	9140600	65261
Virginia	BOTETOURT COUNTY	281	44615700	232936
Virginia	BUCKINGHAM COUNTY	9	1804700	10058
Virginia	CHARLES CITY COUNTY	26	7593100	18891
Virginia	CULPEPER COUNTY	99	25141600	66553
Virginia	DICKENSON COUNTY	66	9505800	58817
